OBJECTID,address,address2,apt_room,arrive_date_time,cleared_date_time,dispatch_date_time,exposure,incident_number,incident_type,incident_type_description,platoon,station,Longitude,Latitude
595190,"1053 E WHITAKER MILL RD RALEIGH, NC 27601",                                        ,               ,2015-08-27 07:54:00,2015-08-27 09:33:00,2015-08-27 07:48:00,0,15-0026180,745,Alarm system activation no fire - unintentional,A,11,-78.62190099982783,35.807455000193684
595191,"4431 NEW BERN AVE RALEIGH, NC 27603",WALMART RA                              ,               ,2015-08-18 17:53:00,2015-08-18 18:01:00,2015-08-18 17:50:00,0,15-0025213,511,Lock-out,B,21,-78.56201099986026,35.798565000167116
595192,"1900 EDWIN DR RALEIGH, NC 27601",SOUTHEAST RALEIGH SCHOOL OF THE ARTS    ,               ,2015-08-28 13:28:00,2015-08-28 13:39:00,2015-08-28 13:25:00,0,15-0026301,700,False alarm or false call Other,C,10,-78.6110149996192,35.753321999933426
595193,"5505 FIELDCROSS CT RALEIGH, NC 27601",                                        ,               ,2015-08-14 03:53:00,2015-08-14 03:55:00,2015-08-14 03:46:00,0,15-0024727,611,Dispatched & cancelled en route,A,12,-78.55396500006617,35.75284200006136
595194,"5319 KAPLAN DR RALEIGH, NC 27601",                                        ,               ,2015-08-11 20:32:00,2015-08-11 23:09:00,2015-08-11 20:27:00,0,15-0024456,111,Building fire,B,8,-78.71182400009191,35.773496000315156
595195,"8121 BRIER CREEK PKWY RALEIGH, NC 27601",LONGHORN STEAKHOUSE                     ,               ,2015-08-16 18:11:00,2015-08-16 18:15:00,2015-08-16 18:07:00,0,15-0024995,743,Smoke detector activation no fire - unintentional,B,24,-78.7836980002601,35.910614000002816
595198,"4025 LAKE BOONE TRL RALEIGH, NC 27601",THE MARKET PLACE S/C                    ,               ,2015-08-27 18:31:00,2015-08-27 18:35:00,2015-08-27 18:28:00,0,15-0026226,622,No Incident found on arrival at dispatch address,B,14,-78.69685499971176,35.81557200032322
595199,"5105 OLD POOLE RD RALEIGH, NC 27601",APPLETREE DAY CARE                      ,               ,2015-08-20 12:57:00,2015-08-20 13:05:00,2015-08-20 12:53:00,0,15-0025387,744,Detector activation no fire - unintentional,B,12,-78.55706700042154,35.76218699971804
595200,"4431 NEW BERN AVE RALEIGH, NC 27601",WALMART RA                              ,               ,2015-08-07 15:28:00,2015-08-07 17:58:00,2015-08-07 15:23:00,0,15-0024011,421,Chemical hazard (no spill or leak),B,21,-78.56201099986026,35.798565000167116
595201,"11610 COLBERT CREEK LOOP RALEIGH, NC 27601",LEGACY AT WAKEFIELD                     ,               ,2015-08-20 13:55:00,2015-08-20 14:08:00,2015-08-20 13:48:00,0,15-0025391,730,System malfunction Other,B,25,-78.54331999988196,35.951560000191726
595202,"8408 STRICKLAND RD RALEIGH, NC 27601",CREATIVE KIDZ ACADEMY                   ,               ,2015-08-22 03:13:00,2015-08-22 03:40:00,2015-08-22 03:08:00,0,15-9022417,744,Detector activation no fire - unintentional,C,4,-78.63546500006929,35.894455999850095
595203,"741 CHAPPELL DR RALEIGH, NC 27601",TAMMY LYNN SCHOOL                       ,               ,2015-08-05 17:09:00,2015-08-05 17:14:00,2015-08-05 17:06:00,0,15-0023791,745,Alarm system activation no fire - unintentional,C,20,-78.68309100035208,35.769832000221946
595204,"4409 WOODLAWN DR RALEIGH, NC 27601",                                        ,               ,2015-08-23 19:29:00,2015-08-23 19:43:00,2015-08-23 19:23:00,0,15-0025761,733,Smoke detector activation due to malfunction,C,19,-78.56890199976091,35.84220899995255
595205,"3100 WAKE FOREST RD RALEIGH, NC 27601",                                        ,               ,2015-08-06 13:52:00,2015-08-06 14:02:00,2015-08-06 13:47:00,0,15-0023896,700,False alarm or false call Other,A,11,-78.62170500000923,35.82440300000929
595207,"4812 SIX FORKS RD RALEIGH, NC 27601",4812 CAPITAL TOWERS                     ,               ,2015-08-21 23:33:00,2015-08-21 23:45:00,2015-08-21 23:32:00,0,15-0025564,743,Smoke detector activation no fire - unintentional,C,9,-78.6442089998223,35.84607900025906
595209,"3049 LAKE WOODARD DR RALEIGH, NC 27601",                                        ,               ,2015-08-23 03:04:00,2015-08-23 03:26:00,2015-08-23 02:55:00,0,15-0025685,700,False alarm or false call Other,A,11,-78.59291000034516,35.805515000100854
595210,"3701 HOLLY LN RALEIGH, NC 27601",                                        ,203,2015-08-04 05:34:00,2015-08-04 05:54:00,2015-08-04 05:29:00,0,15-0023637,424,Carbon monoxide incident,C,16,-78.6825370003332,35.832013999678345
595212,"2839 CLUB PLAZA RD RALEIGH, NC 27601",                                        ,A              ,2015-08-22 18:17:00,2015-08-22 18:28:00,2015-08-22 18:14:00,0,15-0025625,554,Assist invalid,A,2,-78.65894100037596,35.746539000142185
595214,"1650 ROYAL PINES DR RALEIGH, NC 27601",PINE HILLS APTS                         ,               ,2015-08-24 17:40:00,2015-08-24 17:42:00,2015-08-24 17:31:00,0,15-0025868,733,Smoke detector activation due to malfunction,A,10,-78.61262399997237,35.76694500018643
595215,"4420 LAKE BOONE TRL RALEIGH, NC 27601",REX HOSPITAL                            ,Women's Center ,2015-08-17 05:05:00,2015-08-17 05:06:00,2015-08-17 05:03:00,0,15-0025046,745,Alarm system activation no fire - unintentional,B,14,-78.70503199992544,35.81545800028613
595218,"4412 FALLS OF NEUSE RD RALEIGH, NC 27601",JOANN FABRICS                           ,101,2015-08-06 15:39:00,2015-08-06 15:44:00,2015-08-06 15:33:00,0,15-0023912,622,No Incident found on arrival at dispatch address,A,15,-78.61232900041958,35.842000000113245
595219,"944 FRIAR TUCK RD RALEIGH, NC 27601",                                        ,               ,2015-08-10 12:27:00,2015-08-10 12:40:00,2015-08-10 12:23:00,0,15-0024295,651,Smoke scare odor of smoke,C,7,-78.59673800024852,35.76507200029328
595220,"2911 BOONE TRL RALEIGH, NC 27601",                                        ,               ,2015-08-27 07:41:00,2015-08-27 07:56:00,2015-08-27 07:36:00,0,15-0026179,745,Alarm system activation no fire - unintentional,A,10,-78.63411099998423,35.73982500001565
595221,"5456 VIEWCREST WAY RALEIGH, NC 27601",                                        ,               ,2015-08-30 22:31:00,2015-08-30 22:49:00,2015-08-30 22:25:00,0,15-0026552,745,Alarm system activation no fire - unintentional,C,20,-78.72819400041273,35.75319400015341
595222,"2701 S SAUNDERS ST RALEIGH, NC 27603",SAV A TON                               ,               ,2015-08-19 20:32:00,2015-08-19 20:45:00,2015-08-19 20:28:00,0,15-0025323,411,Gasoline or other flammable liquid spill,C,2,-78.64877099966958,35.74529200010007
595223,"5816 N BEAVER LN RALEIGH, NC 27601",                                        ,               ,2015-08-01 16:12:00,2015-08-01 16:23:00,2015-08-01 16:09:00,0,15-9020435,441,Heat from short circuit (wiring) defective/worn,C,27,-78.54150999968735,35.835816999847395
595224,"5104 SIX POINT TRL RALEIGH, NC 27601",                                        ,               ,2015-08-14 20:12:00,2015-08-14 21:04:00,2015-08-14 20:08:00,0,15-0024793,412,Gas leak (natural gas or LPG),C,19,-78.55294800026503,35.86197000029411
595226,"6208 SHANDA DR RALEIGH, NC 27601",                                        ,A              ,2015-08-09 22:41:00,2015-08-09 23:02:00,2015-08-09 22:37:00,0,15-0024257,733,Smoke detector activation due to malfunction,B,15,-78.6318899998859,35.86673800003961
595227,"5959 TRIANGLE TOWN BLVD RALEIGH, NC 27601",BABY R US                               ,               ,2015-08-27 21:15:00,2015-08-27 21:23:00,2015-08-27 21:12:00,0,15-0026239,511,Lock-out,B,19,-78.57152399971729,35.86590499976034
595228,"2120 BALBOA RD RALEIGH, NC 27601",                                        ,               ,2015-08-30 13:14:00,2015-08-30 13:19:00,2015-08-30 13:11:00,0,15-0026511,745,Alarm system activation no fire - unintentional,C,20,-78.67138599981071,35.75274400031787
595230,"615 SPRING FOREST RD RALEIGH, NC 27601",SUNRISE OF NORTH HILLS                  ,               ,2015-08-24 11:47:00,2015-08-24 11:56:00,2015-08-24 11:43:00,0,15-0025834,745,Alarm system activation no fire - unintentional,A,15,-78.62445199963906,35.865099000017295
595231,"2300 LOWDEN ST RALEIGH, NC 27601",JOYNER ELEMENTARY SCH                   ,               ,2015-08-25 16:37:00,2015-08-25 16:46:00,2015-08-25 16:34:00,0,15-0026001,700,False alarm or false call Other,B,6,-78.63249199958534,35.81347599996058
595233,"11208 RIDGEGATE DR RALEIGH, NC 27601",                                        ,               ,2015-08-23 09:12:00,2015-08-23 09:32:00,2015-08-23 09:06:00,0,15-0025707,733,Smoke detector activation due to malfunction,A,24,-78.80519799979248,35.91201699991346
595235,"3110 EDWARDS MILL RD RALEIGH, NC 27601",UNDERWOOD AND ROBERTS                   ,               ,2015-08-09 14:23:00,2015-08-09 14:37:00,2015-08-09 14:19:00,0,15-0024212,522,Water or steam leak,B,14,-78.70631700041348,35.824529000142846
595236,"222 GLENWOOD AVE RALEIGH, NC 27601",222 GLENWOOD                            ,               ,2015-08-11 12:49:00,2015-08-11 13:27:00,2015-08-11 12:45:00,0,15-0024408,745,Alarm system activation no fire - unintentional,B,1,-78.64744099987401,35.78314500017308
595237,"9311 TABRIZ PT RALEIGH, NC 27603",ZAHRA TABRIZI RES                       ,               ,2015-08-29 14:20:00,2015-08-29 14:21:00,2015-08-29 14:15:00,0,15-0026423,622,No Incident found on arrival at dispatch address,B,25,-78.58193100025011,35.929487000257524
595241,"1012 S PERSON ST RALEIGH, NC 27601",                                        ,               ,2015-08-01 10:47:00,2015-08-01 11:06:00,2015-08-01 10:40:00,0,15-0023284,551,Assist police or other governmental agency,B,1,-78.63550400042735,35.76745299982207
595242,"5691 FIELDCROSS CT RALEIGH, NC 27603",                                        ,               ,2015-08-12 22:53:00,2015-08-12 23:00:00,2015-08-12 22:44:00,0,15-0024565,522,Water or steam leak,C,26,-78.55471499990361,35.751634000050394
595243,"4209 OAKTHORNE WAY RALEIGH, NC 27601",                                        ,               ,2015-08-30 14:41:00,2015-08-30 14:42:00,2015-08-30 14:35:00,0,15-0026517,743,Smoke detector activation no fire - unintentional,C,23,-78.71059800005341,35.88380599984074
595244,"509 GLENWOOD AVE RALEIGH, NC 27601",                                        ,524,2015-08-09 12:49:00,2015-08-09 13:04:00,2015-08-09 12:45:00,0,15-0024204,743,Smoke detector activation no fire - unintentional,B,1,-78.64728400041348,35.786365999830295
595245,"1216 OBERLIN RD RALEIGH, NC 27608",CARE FIRST ANIMAL HOSPITAL              ,               ,2015-08-08 15:37:00,2015-08-08 15:53:00,2015-08-08 15:34:00,0,15-0024109,200,Overpressure rupture explosion overheat other,A,6,-78.66000400020785,35.80028099968408
595246,"8510 BRITTDALE LN RALEIGH, NC 27603",RESERVE AT BRIER CREEK                  ,               ,2015-08-19 19:12:00,2015-08-19 19:58:00,2015-08-19 19:04:00,0,15-0025313,743,Smoke detector activation no fire - unintentional,C,24,-78.7869920002361,35.905645000154564
595247,"8211 BRIER CREEK PKWY RALEIGH, NC 27601",BRUEGGERS BAGELS RA                     ,               ,2015-08-21 16:03:00,2015-08-21 16:17:00,2015-08-21 15:56:00,0,15-0025522,700,False alarm or false call Other,C,24,-78.784464999816,35.90984099996813
595248,"308 N KING CHARLES RD RALEIGH, NC 27601",                                        ,               ,2015-08-17 16:45:00,2015-08-17 16:50:00,2015-08-17 16:42:00,0,15-0025085,743,Smoke detector activation no fire - unintentional,A,7,-78.61119500044258,35.78454000008171
595249,"11237 LOFTY HEIGHTS PL RALEIGH, NC 27603",                                        ,               ,2015-08-26 23:39:00,2015-08-27 00:03:00,2015-08-26 23:31:00,0,15-0026145,700,False alarm or false call Other,A,25,-78.56333800018109,35.920757000107386
595250,"3817 BERYL RD RALEIGH, NC 27601",NEOMONDE BAKERY                         ,               ,2015-08-09 16:08:00,2015-08-09 16:14:00,2015-08-09 16:04:00,0,15-0024217,740,Unintentional transmission of alarm Other,B,8,-78.68983900013762,35.793138000357274
595252,"5201 CLARKS FORK DR RALEIGH, NC 27603",UNIVERSAL HEALTH CARE                   ,               ,2015-08-09 07:34:00,2015-08-09 07:36:00,2015-08-09 07:28:00,0,15-0024190,745,Alarm system activation no fire - unintentional,A,28,-78.55494400023247,35.88987499985388
595253,"3801 ROCK QUARRY RD RALEIGH, NC 27601",WALNUT CREEK AMPHITHEATER               ,               ,2015-08-06 15:58:00,2015-08-06 16:01:00,2015-08-06 15:53:00,0,15-0023913,700,False alarm or false call Other,A,26,-78.58475999989568,35.74585999972306
595255,"1112 FORMAL GARDEN WAY RALEIGH, NC 27603",                                        ,               ,2015-08-23 08:42:00,2015-08-23 20:00:00,2015-08-23 08:39:00,0,15-0025704,111,Building fire,A,2,-78.65801499991309,35.739662000041626
595256,"4863 LUDWELL BRANCH CT RALEIGH, NC 27601",                                        ,               ,2015-08-04 13:21:00,2015-08-04 13:35:00,2015-08-04 13:17:00,0,15-0023657,743,Smoke detector activation no fire - unintentional,A,16,-78.66325100032816,35.84785299981977
595258,"1403 S WILMINGTON ST RALEIGH, NC 27603",FACTORY BEHIND KINGS MOTEL              ,               ,2015-08-31 07:15:00,2015-08-31 07:27:00,2015-08-31 07:08:00,0,15-0026576,700,False alarm or false call Other,C,2,-78.63915900007835,35.76287999992022
595259,"4121 COMMODITY PKWY RALEIGH, NC 27601",PUBLIC STORAGE                          ,               ,2015-08-19 13:36:00,2015-08-19 14:01:00,2015-08-19 13:30:00,0,15-0025289,735,Alarm system sounded due to malfunction,C,12,-78.56453400008239,35.77661800014296
595260,"3801 HILLSBOROUGH ST RALEIGH, NC 27601",COURIERS INTERNATIONAL                  ,               ,2015-08-12 16:03:00,2015-08-12 16:33:00,2015-08-12 15:57:00,0,15-0024525,733,Smoke detector activation due to malfunction,C,14,-78.68803499979079,35.79423199970086
595262,"9650 STRICKLAND RD RALEIGH, NC 27601",SASSOOL RESTAURANT                      ,149,2015-08-14 22:47:00,2015-08-14 22:58:00,2015-08-14 22:41:00,0,15-0024808,743,Smoke detector activation no fire - unintentional,C,4,-78.65625499994721,35.9017509997099
595263,"3104 DOCKSIDE CIR RALEIGH, NC 27601",                                        ,23,2015-08-28 23:31:00,2015-08-28 23:44:00,2015-08-28 23:25:00,0,15-0026369,736,CO detector activation due to malfunction,C,18,-78.6930689996412,35.875030000076364
595264,"7921 RAY RD RALEIGH, NC 27601",LAKE LYNN PARK NEN/COMMUNITY CENTER     ,               ,2015-08-23 00:08:00,2015-08-23 00:19:00,2015-08-23 00:04:00,0,15-0025669,511,Lock-out,A,18,-78.69707200034506,35.88987599980412
595265,"1301 DUPLIN RD RALEIGH, NC 27608",                                        ,               ,2015-08-31 12:59:00,2015-08-31 13:59:00,2015-08-31 12:53:00,0,15-0026609,531,Smoke or odor removal,A,6,-78.67230200022784,35.80271500008104
595266,"120 S WILMINGTON ST RALEIGH, NC 27601",PARKING DECK                            ,               ,2015-08-22 05:19:00,2015-08-22 05:39:00,2015-08-22 05:16:00,0,15-0025585,745,Alarm system activation no fire - unintentional,C,1,-78.63821400024725,35.778892999995925
595267,"5608 DUMFRIES DR RALEIGH, NC 27601",                                        ,               ,2015-08-22 23:12:00,2015-08-22 23:16:00,2015-08-22 23:07:00,0,15-0025662,140,Natural vegetation fire Other,A,15,-78.61372100013945,35.860725999978364
595268,"2712 RED RUBY LN RALEIGH, NC 27601",                                        ,               ,2015-08-08 19:50:00,2015-08-08 19:51:00,2015-08-08 19:44:00,0,15-0024135,611,Dispatched & cancelled en route,A,12,-78.60221899998767,35.74838899984445
595270,"5436 DALEVIEW DR RALEIGH, NC 27601",                                        ,               ,2015-08-04 02:49:00,2015-08-04 02:56:00,2015-08-04 02:43:00,0,15-0023622,551,Assist police or other governmental agency,C,12,-78.54031100031133,35.78063499973216
595271,"407 BLEDSOE AVE RALEIGH, NC 27601",                                        ,               ,2015-08-09 05:07:00,2015-08-09 05:10:00,2015-08-09 05:04:00,0,15-0024179,552,Police matter,A,3,-78.63347900014759,35.76822800009785
595272,"4511 NEW BERN AVE RALEIGH, NC 27601",WIDEWATERS NEW BERN COMMONS             ,               ,2015-08-03 01:04:00,2015-08-03 01:17:00,2015-08-03 00:59:00,0,15-0023475,733,Smoke detector activation due to malfunction,B,21,-78.56037499974292,35.79840700000655
595274,"2611 CATES AVE RALEIGH, NC 27605",NCSU CARMICHAEL GYM                     ,               ,2015-08-07 07:56:00,2015-08-07 08:15:00,2015-08-07 07:48:00,0,15-0023991,733,Smoke detector activation due to malfunction,A,5,-78.67087699999769,35.78317100035349
595275,"1409 ALTAMA CIR RALEIGH, NC 27601",                                        ,               ,2015-08-28 17:35:00,2015-08-28 18:06:00,2015-08-28 17:33:00,0,15-0026331,510,Person in distress Other,C,10,-78.61451700000764,35.745304999817144
595277,"9420 FORUM DR RALEIGH, NC 27601",C&H CAFETERIA                           ,               ,2015-08-05 14:10:00,2015-08-05 14:26:00,2015-08-05 14:05:00,0,15-0023774,700,False alarm or false call Other,C,4,-78.6557560001799,35.89723199970047
